taxon,sample_number_within_taxon,location,code,voucher,herbarium,matched_run,matched_experiment,matched_biosample,matched_scientific_name,matched_library_layout,match_confidence,match_status,match_evidence,read_count_relation,source_workflow_run,source_artifact_id,source_artifact_sha256
C. japonicum var. albescens,1,TAIWAN. Pingtung County: Bitou,BT,ccy3173,TCF,SRR35152728,SRX30257996,SAMN50798016,Cirsium sp. B6738-1,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|locality_token:bitou+pingtung|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. albescens,2,TAIWAN. Pingtung County: Kengzihnei,KZ,ccy3515,TNM,SRR35152720,SRX30258004,SAMN50798019,Cirsium sp. B6738-1,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|locality_token:kengzihnei+pingtung|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,1,TAIWAN. Chiayi County: Fenchihu,FC,ccy3559,TNM,SRR35152718,SRX30258006,SAMN50798021,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:chiayi+fenchihu|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,2,TAIWAN. Kaohsiung City: Tengji,TJ,ccy3807,TCF,SRR35152736,SRX30257988,SAMN50798026,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:kaohsiung+tengji|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,3,TAIWAN. Taitung County: Nanheng,NH,ccy3835,TCF,SRR35152735,SRX30257989,SAMN50798027,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:nanheng+taitung|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,4,TAIWAN. Pingtung County: Wutai,WY,ccy3560,TNM,SRR35152717,SRX30258007,SAMN50798022,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:pingtung+wutai|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,5,TAIWAN. Hualien County: Fengbin,FB,ccy3629,TNM,SRR35152738,SRX30257986,SAMN50798024,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:fengbin+hualien|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. takaoense,6,TAIWAN. Taitung County: Ludao,LT,ccy3839,TCF,SRR35152734,SRX30257990,SAMN50798028,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:ludao+taitung|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. fukienense,1,TAIWAN. Penghu County: Houliao,PH,ccy3344,TNM,SRR35152722,SRX30258002,SAMN50798017,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:houliao+penghu|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. fukienense,2,TAIWAN. Lienchiang County: Xiju,MT,ccy3541,TCF,SRR35152719,SRX30258005,SAMN50798020,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:lienchiang+xiju|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. fukienense,3,TAIWAN. Kinmen County: Jinhu,KM,ccy3904,TCF,SRR35152733,SRX30257991,SAMN50798029,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:jinhu+kinmen|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. fukienense,4,TAIWAN. Lienchiang County: Beigan,MT,ccy2257,TCF,SRR35152740,SRX30257984,SAMN50798014,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:beigan+lienchiang|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. australe,1,TAIWAN. Miaoli County: Tongxiao,TX,ccy2771,TNM,SRR35152739,SRX30257985,SAMN50798015,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:miaoli+tongxiao|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. australe,2,TAIWAN. New Taipei City: Linkou,LK,ccy3721,TCF,SRR35152737,SRX30257987,SAMN50798025,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:linkou+taipei|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. australe,3,TAIWAN. Taipei City: Yangmingshan,YM,ccy3571,TNM,SRR35152716,SRX30258008,SAMN50798023,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|same_species_broad_name|locality_token:taipei+yangmingshan|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. japonicum,1,JAPAN. Fukuoka Prefecture: Fukuoka Experimental Forest,FKK,ccy4204,TCF,SRR35152727,SRX30257997,SAMN50798034,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:experimental+forest+fukuoka|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. japonicum var. japonicum,2,JAPAN. Kumamoto Prefecture: Aso,ASO,ccy4220,TCF,SRR35152726,SRX30257998,SAMN50798035,Cirsium japonicum var. japonicum,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:kumamoto|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. brevicaule,1,JAPAN. Kagoshima Prefecture: Amami,AMM,ccy4163,TCF,SRR35152730,SRX30257994,SAMN50798032,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:amami+kagoshima|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. brevicaule,2,JAPAN. Kagoshima Prefecture: Yoron,YRN,ccy4166,TCF,SRR35152729,SRX30257995,SAMN50798033,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:kagoshima+yoron|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. brevicaule,3,JAPAN. Okinawa Prefecture: Kunigami,OKN,ccy4295,TCF,SRR35152725,SRX30257999,SAMN50798036,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:kunigami+okinawa|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. irumtiense,1,JAPAN. Okinawa Prefecture: Miyakojima,MMY,ccy4078,TCF,SRR35152732,SRX30257992,SAMN50798030,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|locality_token:miyakojima+okinawa|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. irumtiense,2,JAPAN. Okinawa Prefecture: Ishigaki,ISG,ccy4111,TNM,SRR35152731,SRX30257993,SAMN50798031,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|locality_token:ishigaki+okinawa|expected_bioproject,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. irumtiense,3,JAPAN. Okinawa Prefecture: Yonaguni,YGN,ccy4296,TCF,SRR35152724,SRX30258000,SAMN50798037,Cirsium brevicaule,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|locality_token:okinawa+yonaguni|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. morii,1,TAIWAN. Hualien County: Tianchang,TC,ccy3360,TCF,SRR35152721,SRX30258003,SAMN50798018,Cirsium morii,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:hualien+tianchang|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. morii,2,TAIWAN. Hualien County: Heping,TRK,ccy4365,TCF,SRR35152723,SRX30258001,SAMN50798038,Cirsium morii,PAIRED,verified,verified_unique_voucher_token,exact_voucher_token|exact_taxon|locality_token:heping+hualien|exact_paired_end_raw_reads_equals_2x_spots|expected_bioproject,exact_paired_end_raw_reads_equals_2x_spots,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. lineare,1,TAIWAN. Miaoli County: Xihu,XH,ccy3446,TNM,SRR30617342,SRX26039659,SAMN43544261,Cirsium lineare,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:miaoli+xihu,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. lineare,2,TAIWAN. Miaoli County: Tongxiao,TX,ccy2770,TNM,SRR30617347,SRX26039654,SAMN43544259,Cirsium lineare,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:miaoli+tongxiao,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. tatakaense,1,TAIWAN. Nantou County: Luanantang,LAT,ccy4022,TCF,SRR30617336,SRX26039665,SAMN43544267,Cirsium tatakaense,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:luanantang+nantou,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. tatakaense,2,TAIWAN. Chiayi County: Mt. Yushan,YS,ccy3458,TCF,SRR30617340,SRX26039661,SAMN43544263,Cirsium tatakaense,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:chiayi,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. kawakamii,1,TAIWAN. Nantou County: Nenggao,NG,ccy3861,TCF,SRR30617338,SRX26039663,SAMN43544265,Cirsium kawakamii,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:nantou+nenggao,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
C. kawakamii,2,TAIWAN. Nantou County: Mt. Xiaochilai,CL,ccy3544,TNM,SRR30617339,SRX26039662,SAMN43544264,Cirsium kawakamii,PAIRED,verified,verified_exact_run_accession,exact_embedded_run_accession|exact_voucher_token|exact_taxon|locality_token:nantou+xiaochilai,not_matching,31592382792,9139696490,2cfd3cd79387d749d7de8bd2a82b0f9e3201169bb2a5328d7b80b68eac0b7643
