analysis_taxon,source_url,source_page_sha256,captured_by_run,claim_boundary
Cirsium arvense,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium chanroenicum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium chinense,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium japonicum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium japonicum var. maackii,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium japonicum var. spinossimum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium lineare,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium nipponicum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium pendulum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium rhinoceros,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium rhinoceros f. albiforum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium schantarense,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium setidens,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; explicit sticky state comes from separately frozen NIBR detail source"
Cirsium setidens var. niveoaraneum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; species sticky state is not inherited"
Cirsium toraiense,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium vlassovianum,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium vulgare,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
Cirsium zenii,https://www.nibr.go.kr/aiibook/access/ecatalogt.jsp?Dir=20&callmode=admin&catimage=&eclang=ko&start=161&um=s,f1eb36299cc1f61bb8ac080c42395019aeb3c7224ee544e7a8bc23be4fabca01,36014651461,"NIBR checklist concept only; no trait inferred"
