query_id,module,gene_family,reference_taxon,uniprot_accession,reference_role,candidate_class,official_fasta_url,claim_boundary
CHS_TT4,flavonoid_core,CHS,Arabidopsis thaliana,P13114,positive_control_core,candidate_homolog,https://rest.uniprot.org/uniprotkb/P13114.fasta,"Sequence similarity retrieves CHS-family candidates; exact orthology/copy history requires phylogeny."
FLS1,branch_competition,FLS,Arabidopsis thaliana,Q96330,positive_control_branch,candidate_homolog,https://rest.uniprot.org/uniprotkb/Q96330.fasta,"FLS belongs to a related 2-oxoglutarate dioxygenase space; best hit is not by itself exact orthology."
DFR_TT3,anthocyanin_committed,DFR,Arabidopsis thaliana,P51102,target_committed,candidate_homolog,https://rest.uniprot.org/uniprotkb/P51102.fasta,"Best hits are DFR-family candidates; distinguish from related reductases with reciprocal/phylogenetic tests."
ANS_TT18,anthocyanin_terminal,ANS_LDOX,Arabidopsis thaliana,Q96323,target_terminal,candidate_homolog,https://rest.uniprot.org/uniprotkb/Q96323.fasta,"Best hits are ANS/LDOX-like candidates; distinguish from related 2-oxoglutarate dioxygenases by phylogeny/domain context."
UGT75C1,anthocyanin_terminal,UFGT_like_5O,Arabidopsis thaliana,Q0WW21,target_terminal_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q0WW21.fasta,"Plant family-1 UGTs are large; a BLAST hit is only a glycosyltransferase-family candidate."
UGT78D2,anthocyanin_terminal,UFGT_like_3O,Arabidopsis thaliana,Q9LFJ8,target_terminal_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9LFJ8.fasta,"Plant family-1 UGTs are large; a BLAST hit is only a glycosyltransferase-family candidate."
MYB75_PAP1,regulatory,MYB,Arabidopsis thaliana,Q9FE25,target_regulatory_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9FE25.fasta,"R2R3-MYB family is large; use sequence hit only to seed anthocyanin-regulator clade/domain analysis."
TT8,regulatory,bHLH,Arabidopsis thaliana,Q9FT81,target_regulatory_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9FT81.fasta,"bHLH family is large; use hit only to seed TT8-like clade/domain analysis."
TTG1,regulatory,WD40,Arabidopsis thaliana,Q9XGN1,target_regulatory_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9XGN1.fasta,"WD40 family is large; use hit only to seed TTG1-like clade/domain analysis."
GSTF12_TT19,transport,GST,Arabidopsis thaliana,Q9FE46,target_transport_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9FE46.fasta,"GST family is large; sequence similarity alone does not establish anthocyanin transport function."
TT12_DTX41,transport,MATE,Arabidopsis thaliana,Q9LYT3,target_transport_family,family_candidate_not_orthology_proven,https://rest.uniprot.org/uniprotkb/Q9LYT3.fasta,"MATE family is large; sequence similarity alone does not establish vacuolar flavonoid transport function."
