target_id,scope,scale,value,handoff_status
environment_block_r2:core_thermal,complete18_env_min5,within_taxon,0.008509962335507208,observational_environment_block_target
environment_block_r2:core_thermal,complete18_env_min5,among_taxon,0.048446005874671995,observational_environment_block_target
environment_block_cross_scale_cosine:core_thermal,complete18_env_min5,within_vs_among,-0.4164876484429438,descriptive_effect_geometry_target
environment_block_r2:core_precipitation,complete18_env_min5,within_taxon,0.0054376466298130905,observational_environment_block_target
environment_block_r2:core_precipitation,complete18_env_min5,among_taxon,0.03122420101382824,observational_environment_block_target
environment_block_cross_scale_cosine:core_precipitation,complete18_env_min5,within_vs_among,-0.011053439081091621,descriptive_effect_geometry_target
environment_block_r2:radiative_atmospheric_drying,complete18_env_min5,within_taxon,0.00527933388506032,observational_environment_block_target
environment_block_r2:radiative_atmospheric_drying,complete18_env_min5,among_taxon,0.07328661591500764,observational_environment_block_target
environment_block_cross_scale_cosine:radiative_atmospheric_drying,complete18_env_min5,within_vs_among,-0.21879779544509814,descriptive_effect_geometry_target
environment_block_r2:mechanical_exposure,complete18_env_min5,within_taxon,0.002861708099066222,observational_environment_block_target
environment_block_r2:mechanical_exposure,complete18_env_min5,among_taxon,0.04572255808486046,observational_environment_block_target
environment_block_cross_scale_cosine:mechanical_exposure,complete18_env_min5,within_vs_among,0.288870419541873,descriptive_effect_geometry_target
environment_block_r2:growing_season_water_input,complete18_env_min5,within_taxon,0.0025537417878601313,observational_environment_block_target
environment_block_r2:growing_season_water_input,complete18_env_min5,among_taxon,0.02741036830220767,observational_environment_block_target
environment_block_cross_scale_cosine:growing_season_water_input,complete18_env_min5,within_vs_among,-0.1203062750504514,descriptive_effect_geometry_target
environment_block_r2:climatic_productivity,complete18_env_min5,within_taxon,0.0026319791108428197,observational_environment_block_target
environment_block_r2:climatic_productivity,complete18_env_min5,among_taxon,0.02998877531836584,observational_environment_block_target
environment_block_cross_scale_cosine:climatic_productivity,complete18_env_min5,within_vs_among,0.19858400933601544,descriptive_effect_geometry_target
environment_block_r2:core_thermal,complete18_env_min2,within_taxon,0.0063773032534343525,observational_environment_block_target
environment_block_r2:core_thermal,complete18_env_min2,among_taxon,0.033050957016498884,observational_environment_block_target
environment_block_cross_scale_cosine:core_thermal,complete18_env_min2,within_vs_among,-0.30123731904382256,descriptive_effect_geometry_target
environment_block_r2:core_precipitation,complete18_env_min2,within_taxon,0.006445832709082727,observational_environment_block_target
environment_block_r2:core_precipitation,complete18_env_min2,among_taxon,0.036692664381034024,observational_environment_block_target
environment_block_cross_scale_cosine:core_precipitation,complete18_env_min2,within_vs_among,-0.03244522468833103,descriptive_effect_geometry_target
environment_block_r2:radiative_atmospheric_drying,complete18_env_min2,within_taxon,0.006064735070163736,observational_environment_block_target
environment_block_r2:radiative_atmospheric_drying,complete18_env_min2,among_taxon,0.04286331049073139,observational_environment_block_target
environment_block_cross_scale_cosine:radiative_atmospheric_drying,complete18_env_min2,within_vs_among,-0.1694712479685339,descriptive_effect_geometry_target
environment_block_r2:mechanical_exposure,complete18_env_min2,within_taxon,0.002814539599392196,observational_environment_block_target
environment_block_r2:mechanical_exposure,complete18_env_min2,among_taxon,0.01608372597580918,observational_environment_block_target
environment_block_cross_scale_cosine:mechanical_exposure,complete18_env_min2,within_vs_among,0.20454585695790445,descriptive_effect_geometry_target
environment_block_r2:growing_season_water_input,complete18_env_min2,within_taxon,0.0018177569181931376,observational_environment_block_target
environment_block_r2:growing_season_water_input,complete18_env_min2,among_taxon,0.016796722820198087,observational_environment_block_target
environment_block_cross_scale_cosine:growing_season_water_input,complete18_env_min2,within_vs_among,-0.08351785312092191,descriptive_effect_geometry_target
environment_block_r2:climatic_productivity,complete18_env_min2,within_taxon,0.0027902439370900665,observational_environment_block_target
environment_block_r2:climatic_productivity,complete18_env_min2,among_taxon,0.015577927088874425,observational_environment_block_target
environment_block_cross_scale_cosine:climatic_productivity,complete18_env_min2,within_vs_among,-0.07319903269678282,descriptive_effect_geometry_target
