branch_id,parent_id,child_id,branch_length_substitutions_per_site,orientation_image_vertical_angle,corolla_lab_lightness,corolla_lab_chroma,capitulum_outline_aspect_ratio,capitulum_outline_circularity,capitulum_outline_solidity,capitulum_width_profile_cv,corolla_hue
NODE_000->NODE_001,NODE_000,NODE_001,0.0005919390999999999,2.2965034765903205,0.6453755584230692,1.297284712657787,0.4909541568190509,1.1976081293727974,3.6387451756310725,0.7773964877059495,1.1579371333205764
NODE_000->NODE_004,NODE_000,NODE_004,0.0025350396,4.752487324548067,1.335569134662329,2.6846591856198465,1.016002558237346,2.4783839922900675,7.530182514734355,1.608779168693505,2.4292263316248413
NODE_001->NODE_002,NODE_001,NODE_002,0.0006322449,2.990031925834486,5.274281478781055,1.222939930041482,3.2149147759705365,5.235207816672902,2.0561343532848357,2.737316697134816,0.4010857036742695
NODE_001->JPN_36,NODE_001,JPN_36,0.0071244673,18.004308543824763,19.944016766424546,0.39538563534147,12.495277222351818,21.728693918836736,19.525937357410285,11.88579105347841,2.597325732021131
NODE_002->NODE_003,NODE_002,NODE_003,0.0009326026,3.6210775683075016,2.318159659928046,3.406988991139924,6.48445047135201,2.92704131907058,2.40290383736625,4.563357351132297,1.8441576940388902
NODE_002->JPN_27,NODE_002,JPN_27,0.0042402113,15.46448736166316,8.715878667332168,4.097615256225056,5.50100646640942,7.3163794388494985,10.448469075524617,16.81923819554286,4.134405113401253
NODE_003->JPN_37,NODE_003,JPN_37,0.0121536412,4.316256828286345,2.2505565476433658,13.678827741582776,0.19272843666300776,1.688174638219441,0.0754685589852326,7.621690222586972,11.087425662633834
NODE_003->JPN_05,NODE_003,JPN_05,0.0057758041,11.986974510732523,7.320478045050958,17.90847527032954,16.27016961130453,8.448060989701132,6.031931150893384,16.610617190273167,0.6854344304166581
NODE_004->JPN_23,NODE_004,JPN_23,0.0196728315,3.6520847032821813,4.733700924553005,6.161901361042351,8.024430177851123,7.229725027233777,3.4481038213944784,4.393915529006125,1.3651960657186124
NODE_004->NODE_005,NODE_004,NODE_005,7.8355e-06,0.19133228901711996,0.1687233473717326,0.27222981747153036,0.10365992799698134,0.2820725952641211,0.4874601037019033,0.0017508449345888216,0.16799025586425534
NODE_005->JPN_38,NODE_005,JPN_38,0.0140029676,3.542940103631143,9.139766779973469,8.329207667085054,9.212877584154292,2.086075734892844,2.2181342424935324,6.830819387600524,7.435689850373333
NODE_005->JPN_17,NODE_005,JPN_17,0.0062184069,7.751056493739283,10.843812598908741,2.1185417091508034,3.2191540344917624,9.336482689142564,12.254217322323584,4.50267728858748,0.64342312201356
