permutation_index,null_global_mean_rho
0,0.4010989010989011
1,0.4065934065934066
2,0.40159840159840154
3,0.41633366633366636
4,0.5052447552447553
5,0.5014985014985015
6,0.3394105894105895
7,0.40809190809190815
8,0.330919080919081
9,0.3588911088911089
10,0.4595404595404596
11,0.41583416583416577
12,0.3836163836163836
13,0.4602897102897103
14,0.3866133866133867
15,0.3521478521478522
16,0.34790209790209786
17,0.4657842157842159
18,0.43731268731268746
19,0.46628371628371645
20,0.34615384615384615
21,0.4837662337662338
22,0.3474025974025975
23,0.35389610389610393
24,0.2984515484515485
25,0.264985014985015
26,0.4945054945054946
27,0.51998001998002
28,0.4550449550449552
29,0.4150849150849152
30,0.4672827172827173
31,0.313936063936064
32,0.4500499500499502
33,0.3484015984015985
34,0.4013486513486514
35,0.4283216783216784
36,0.4135864135864136
37,0.4058441558441559
38,0.5454545454545455
39,0.4485514485514486
40,0.3591408591408592
41,0.3641358641358642
42,0.34190809190809196
43,0.34340659340659346
44,0.38836163836163834
45,0.47102897102897107
46,0.31893106893106893
47,0.46953046953046945
48,0.36363636363636376
49,0.39710289710289715
50,0.45354645354645357
51,0.38411588411588415
52,0.3496503496503497
53,0.3411588411588412
54,0.30019980019980025
55,0.3736263736263737
56,0.36338661338661343
57,0.35789210789210796
58,0.4210789210789211
59,0.3406593406593408
60,0.37987012987012997
61,0.39235764235764237
62,0.4330669330669331
63,0.45129870129870137
64,0.3681318681318682
65,0.3176823176823177
66,0.38986013986013995
67,0.39685314685314693
68,0.5104895104895106
69,0.40484515484515493
70,0.47702297702297713
71,0.2917082917082917
72,0.4987512487512489
73,0.46928071928071935
74,0.4108391608391609
75,0.46103896103896114
76,0.4383116883116884
77,0.43131868131868145
78,0.30919080919080916
79,0.5886613386613387
80,0.4125874125874126
81,0.3676323676323677
82,0.3583916083916084
83,0.4410589410589412
84,0.44930069930069927
85,0.4510489510489511
86,0.3673826173826174
87,0.5102397602397603
88,0.41608391608391615
89,0.4440559440559442
90,0.4827672327672328
91,0.3833666333666334
92,0.39635364635364645
93,0.4153346653346653
94,0.46353646353646355
95,0.33666333666333664
96,0.47502497502497504
97,0.4155844155844156
98,0.39960039960039956
99,0.5014985014985016
100,0.3956043956043956
101,0.5414585414585416
102,0.4038461538461539
103,0.3813686313686314
104,0.2989510489510489
105,0.4220779220779222
106,0.40334665334665337
107,0.3643856143856144
108,0.38336663336663346
109,0.48526473526473535
110,0.49925074925074925
111,0.39010989010989006
112,0.3763736263736264
113,0.4355644355644356
114,0.46828171828171833
115,0.3841158841158842
116,0.3826173826173827
117,0.308941058941059
118,0.4920079920079921
119,0.5444555444555446
120,0.48701298701298706
121,0.4115884115884117
122,0.4625374625374626
123,0.4175824175824176
124,0.4095904095904096
125,0.36563436563436563
126,0.3496503496503497
127,0.48826173826173835
128,0.442057942057942
129,0.4408091908091909
130,0.27322677322677325
131,0.31993006993007
132,0.3346653346653347
133,0.3586413586413587
134,0.4755244755244756
135,0.26023976023976025
136,0.3983516483516484
137,0.3683816183816185
138,0.39285714285714296
139,0.38561438561438566
140,0.4880119880119881
141,0.3354145854145854
142,0.3711288711288712
143,0.4882617382617383
144,0.4123376623376624
145,0.5392107892107892
146,0.4260739260739261
147,0.4485514485514486
148,0.4243256743256744
149,0.4450549450549451
150,0.41233766233766234
151,0.3913586413586415
152,0.4355644355644356
153,0.4465534465534466
154,0.41533466533466534
155,0.4138361638361639
156,0.39185814185814183
157,0.367882117882118
158,0.4687812187812188
159,0.3206793206793207
160,0.40034965034965037
161,0.4602897102897104
162,0.6063936063936065
163,0.3753746253746254
164,0.37012987012987014
165,0.4680319680319681
166,0.4762737262737263
167,0.4253246753246755
168,0.3846153846153847
169,0.4885114885114885
170,0.5437062937062939
171,0.4160839160839162
172,0.4255744255744256
173,0.4433066933066935
174,0.4952547452547452
175,0.4562937062937063
176,0.4827672327672329
177,0.3713786213786214
178,0.5524475524475525
179,0.4068431568431569
180,0.40034965034965037
181,0.24775224775224783
182,0.3898601398601399
183,0.5444555444555446
184,0.4527972027972029
185,0.44255744255744256
186,0.3691308691308691
187,0.4952547452547454
188,0.4145854145854146
189,0.44605394605394605
190,0.3104395604395605
191,0.5217282717282719
192,0.5536963036963037
193,0.3451548451548452
194,0.34590409590409604
195,0.368881118881119
196,0.41683316683316685
197,0.5044955044955045
198,0.46203796203796216
199,0.5182317682317683
200,0.35989010989010994
201,0.41108891108891105
202,0.4685314685314685
203,0.4945054945054945
204,0.49000999000999
205,0.48626373626373637
206,0.3891108891108891
207,0.35939060939060946
208,0.4932567432567433
209,0.3324175824175825
210,0.3633866133866134
211,0.44630369630369643
212,0.46878121878121876
213,0.5142357642357643
214,0.36238761238761236
215,0.4270729270729271
216,0.48651348651348647
217,0.4158341658341659
218,0.3873626373626374
219,0.4300699300699301
220,0.46903096903096897
221,0.41408591408591416
222,0.4655344655344656
223,0.49275724275724286
224,0.3256743256743257
225,0.557942057942058
226,0.4153346653346655
227,0.494005994005994
228,0.36963036963036966
229,0.3876123876123877
230,0.3953546453546455
231,0.42682317682317683
232,0.49025974025974034
233,0.4188311688311689
234,0.48101898101898105
235,0.41283716283716293
236,0.3596403596403598
237,0.3673826173826174
238,0.3643856143856144
239,0.3136863136863138
240,0.4747752247752249
241,0.31093906093906093
242,0.4800199800199801
243,0.4145854145854146
244,0.4018481518481519
245,0.4827672327672329
246,0.5012487512487513
247,0.4443056943056944
248,0.5177322677322678
249,0.4680319680319681
250,0.43881118881118886
251,0.5154845154845156
252,0.35414585414585414
253,0.41558441558441567
254,0.4962537462537463
255,0.3868631368631369
256,0.45529470529470534
257,0.35639360639360645
258,0.29445554445554445
259,0.4767732267732268
260,0.521978021978022
261,0.4385614385614386
262,0.45154845154845163
263,0.4420579420579421
264,0.46578421578421586
265,0.4987512487512489
266,0.4313186813186814
267,0.4607892107892108
268,0.4068431568431569
269,0.3164335664335665
270,0.4977522477522478
271,0.40359640359640364
272,0.43381618381618386
273,0.4555444555444556
274,0.27997002997003007
275,0.32217782217782226
276,0.38361638361638367
277,0.43581418581418585
278,0.43256743256743263
279,0.5619380619380621
280,0.3816183816183817
281,0.40959040959040965
282,0.3506493506493507
283,0.4410589410589411
284,0.4805194805194806
285,0.4115884115884116
286,0.45504495504495507
287,0.5174825174825176
288,0.40209790209790214
289,0.40759240759240767
290,0.4850149850149851
291,0.40634365634365643
292,0.31093906093906093
293,0.42382617382617394
294,0.3836163836163836
295,0.4105894105894105
296,0.36488511488511494
297,0.49900099900099903
298,0.42032967032967034
299,0.38811188811188824
300,0.48701298701298706
301,0.34315684315684314
302,0.27772227772227775
303,0.3531468531468532
304,0.3439060939060939
305,0.4473026973026973
306,0.517982017982018
307,0.56993006993007
308,0.3806193806193806
309,0.3711288711288711
310,0.42707292707292716
311,0.23001998001998003
312,0.3788711288711289
313,0.3843656343656345
314,0.46228771228771237
315,0.4595404595404595
316,0.30094905094905094
317,0.43631368631368633
318,0.43581418581418585
319,0.47302697302697305
320,0.4592907092907094
321,0.4355644355644356
322,0.3796203796203797
323,0.49250749250749254
324,0.38461538461538475
325,0.557942057942058
326,0.32667332667332677
327,0.49600399600399614
328,0.45929070929070936
329,0.44405594405594406
330,0.39135864135864146
331,0.4622877122877123
332,0.43831168831168826
333,0.4780219780219781
334,0.42057942057942066
335,0.4937562437562438
336,0.5464535464535464
